# InvDyn,Takahashi,Zelik,Frigo,GRF
2.620848651160273893e-02,8.945212519878358012e-12,8.945212519878358012e-12,8.945212519878358012e-12,5.877622315959786908e-11
2.829184861963847039e-02,6.237965546594592921e-12,6.237965546594592921e-12,6.237965546594592921e-12,4.130122751619898477e-11
2.766649630199160756e-02,3.912725383814693269e-12,3.912725383814693269e-12,3.912725383814693269e-12,2.608933358682192749e-11
2.669371076586789585e-02,2.110663525376579457e-12,2.110663525376579457e-12,2.110663525376579053e-12,1.416677164372747525e-11
2.618192643680660597e-02,8.377841607411426701e-13,8.377841607411426701e-13,8.377841607411424681e-13,5.669931647990212026e-12
2.599894159542791294e-02,2.866966925110882963e-14,2.866966925110882963e-14,2.866966925110884225e-14,2.072931230510836208e-13
2.572824929604339630e-02,-4.119220368546991482e-13,-4.119220368546991482e-13,-4.119220368546992492e-13,-2.845055238442732729e-12
2.520991607714323166e-02,-5.846387115355928146e-13,-5.846387115355928146e-13,-5.846387115355928146e-13,-4.147199490193352628e-12
2.483290764105160198e-02,-5.859709780719172952e-13,-5.859709780719172952e-13,-5.859709780719170932e-13,-4.316835685727099457e-12
2.530323723841399614e-02,-4.922633436352922798e-13,-4.922633436352922798e-13,-4.922633436352923808e-13,-3.824956579871171644e-12
2.701347399760525500e-02,-3.639764617700285662e-13,-3.639764617700285662e-13,-3.639764617700285157e-13,-3.043041857148298342e-12
2.953237943545385449e-02,-2.385756494525663194e-13,-2.385756494525663194e-13,-2.385756494525662689e-13,-2.202080288952637812e-12
3.154944287595922575e-02,-1.361011274198562862e-13,-1.361011274198562862e-13,-1.361011274198563115e-13,-1.435458524449614883e-12
3.120418334460545520e-02,-6.558902880306385940e-14,-6.558902880306385940e-14,-6.558902880306385940e-14,-8.292367201096886663e-13
2.671630550794197936e-02,-2.263097084462805687e-14,-2.263097084462805687e-14,-2.263097084462805372e-14,-3.688286104472391896e-13
1.736745521306151674e-02,-3.238677885132872169e-15,-3.238677885132872169e-15,-3.238677885132871380e-15,-7.741369788713968823e-14
4.505631548394225389e-03,2.276309921035383211e-15,2.276309921035383211e-15,2.276309921035382817e-15,1.016089636056885005e-13
-8.322318564941567909e-03,4.883593204636906018e-16,4.883593204636906018e-16,4.883593204636906018e-16,1.892736101230414037e-13
-1.670489278780196846e-02,-3.129880784775875688e-15,-3.129880784775875688e-15,-3.129880784775875688e-15,1.982399625528561040e-13
-1.740353838738097070e-02,-6.351959386569018396e-15,-6.351959386569018396e-15,-6.351959386569018396e-15,2.013740477240174364e-13
-9.884236684222207775e-03,-6.383759757045683039e-15,-6.383759757045683039e-15,-6.383759757045681461e-15,1.457960919412179896e-13
2.976041312134730405e-03,-6.359951064427431482e-15,-6.359951064427431482e-15,-6.359951064427429905e-15,1.225380005148392100e-13
1.529324687435932445e-02,-4.455305673068106663e-15,-4.455305673068106663e-15,-4.455305673068106663e-15,7.959629357008513983e-14
2.056245906739378321e-02,-2.037136328110520040e-15,-2.037136328110520040e-15,-2.037136328110520040e-15,3.651197077505467734e-14
1.609143025393923801e-02,-2.270291183236728876e-15,-2.270291183236728876e-15,-2.270291183236729665e-15,4.256129703248868470e-14
6.150979994205639685e-03,8.292259588996380436e-16,8.292259588996380436e-16,8.292259588996382408e-16,-1.689383087689333566e-14
-1.354254959381431334e-03,-8.631612576390429254e-16,-8.631612576390429254e-16,-8.631612576390431226e-16,1.918853118064804688e-14
-2.363848244803682091e-03,8.454354885860946340e-16,8.454354885860946340e-16,8.454354885860946340e-16,-1.988317599212329221e-14
