1.113159219610734940e+00,3.093946597247739239e-01,-2.013066754148245874e+00
1.140095073284323135e+00,3.210959516601946673e-01,-2.075875426007860014e+00
1.165690942061018198e+00,3.327845666427456939e-01,-2.140294909444043103e+00
1.190608602553506756e+00,3.444735238488133011e-01,-2.207791482984749365e+00
1.215743805312589743e+00,3.561243121009655122e-01,-2.280040513659462587e+00
1.241813760732628058e+00,3.674028324059174788e-01,-2.358528013498754294e+00
1.269012450759185118e+00,3.775345257999460635e-01,-2.444256966170908374e+00
1.297096429148473673e+00,3.854341384133097015e-01,-2.537902280439034097e+00
1.325581923490463332e+00,3.899243801537358167e-01,-2.639903460144032987e+00
1.353856367314049569e+00,3.898211447477191727e-01,-2.750464574362401216e+00
1.381267659497448008e+00,3.839173472688225397e-01,-2.869754512949173275e+00
1.407139411528495199e+00,3.710807323935198521e-01,-2.998080467766994772e+00
1.430676452605271320e+00,3.505519674329377611e-01,-3.135785721171832741e+00
1.450928471184674828e+00,3.221937648448139901e-01,-3.283198304965242897e+00
1.466869218820308296e+00,2.863788905812969521e-01,-3.440825365706407624e+00
1.477406223940075813e+00,2.436573570556233026e-01,-3.609367924482649315e+00
1.481280147873019981e+00,1.946956367006226207e-01,-3.789336256988911522e+00
1.477078019231327533e+00,1.405801627326440650e-01,-3.980774307113874588e+00
1.463452272247845576e+00,8.298444167860097309e-02,-4.183507406293289321e+00
1.439344819144870780e+00,2.390266962600939848e-02,-4.397541371102411389e+00
1.404036259887148308e+00,-3.469014864106201301e-02,-4.623047221287107433e+00
1.357040288777186410e+00,-9.090422900803507567e-02,-4.859997694398275669e+00
1.297917111302724802e+00,-1.429434595405312258e-01,-5.107964745047906874e+00
1.226085957069127819e+00,-1.892934010925380051e-01,-5.366247741080869993e+00
1.140829844403960402e+00,-2.288038878728764214e-01,-5.633979230599507559e+00
1.041672391582381785e+00,-2.603844271610527006e-01,-5.909943231930451901e+00
9.289645673085802358e-01,-2.826622320031626501e-01,-6.192322534083844587e+00
8.042102690163757117e-01,-2.941125610489288000e-01,-6.478654311478490690e+00
6.698833060386721883e-01,-2.935182236726330274e-01,-6.765885262583336335e+00
5.290380825335723181e-01,-2.801802580418115696e-01,-7.050298125818157402e+00
3.851654717844152920e-01,-2.537487155180728760e-01,-7.327399411753813041e+00
2.423048385192769771e-01,-2.141307699149372912e-01,-7.592011178398720972e+00
1.050211664731515171e-01,-1.617747158859144108e-01,-7.838545821109017098e+00
-2.197423991558711265e-02,-9.803646864813408968e-02,-8.061241453398464429e+00
-1.343241662346938980e-01,-2.523084869250769025e-02,-8.254304601173862110e+00
-2.283256454162558846e-01,5.356559110964842496e-02,-8.412109689471776619e+00
-3.011000760557935862e-01,1.346822916062067055e-01,-8.529524890226976908e+00
-3.509720115300201115e-01,2.140871989780808171e-01,-8.602277313348496435e+00
-3.780896618687141775e-01,2.879580491335238523e-01,-8.627308978981579557e+00
-3.848493515717827940e-01,3.533194856555538221e-01,-8.603145687580553869e+00
-3.757467348023508791e-01,4.080465505931865078e-01,-8.530131026141310358e+00
-3.567764530284418534e-01,4.501599138986348558e-01,-8.410165626079965762e+00
-3.347334166664639454e-01,4.772741232017780888e-01,-8.245805515642567585e+00
-3.165589870631451141e-01,4.869122015718362340e-01,-8.039147392106899659e+00
-3.087198045850287897e-01,4.773958130280719914e-01,-7.791163881041512695e+00
-3.167082969436392226e-01,4.486133677038862677e-01,-7.501706638166253605e+00
-3.447812487784696067e-01,4.024863280841387558e-01,-7.169878593362152053e+00
-3.958717930483435232e-01,3.433211149035362286e-01,-6.794541944103792197e+00
-4.714968464541899884e-01,2.779210511311725473e-01,-6.375050164627799276e+00
-5.715996529770031032e-01,2.150589798096665950e-01,-5.912174330849624404e+00
-6.944648343265120705e-01,1.642772252488055584e-01,-5.408798448632522238e+00
-8.368948557964797086e-01,1.345308356252943316e-01,-4.870016875056136563e+00
-9.946262569600252679e-01,1.331542369506540369e-01,-4.302789581802764829e+00
-1.162688391818761824e+00,1.650636729266212743e-01,-3.715548755935976111e+00
-1.335528633062468717e+00,2.318743189297427509e-01,-3.117831889133700685e+00
-1.507224751958086584e+00,3.311575335269806297e-01,-2.519733809317854956e+00
-1.672159085135497048e+00,4.565713068391916707e-01,-1.931163661935810349e+00
-1.825785550486907383e+00,5.990853378922549322e-01,-1.361198225123471328e+00
-1.964648199011503227e+00,7.485238395315179094e-01,-8.177392160878641514e-01
-2.085580638763530725e+00,8.945669504344511136e-01,-3.073480287252902121e-01
-2.185085889052145181e+00,1.027244413974540915e+00,1.649684154344945863e-01
-2.259680916220411451e+00,1.137481449598763072e+00,5.960235659336593494e-01
-2.306806859671512999e+00,1.217873593916342534e+00,9.845743971791733884e-01
-2.325432862407064150e+00,1.263421581313324271e+00,1.331171806601767038e+00
-2.316062185008139096e+00,1.271970625958553702e+00,1.637808781174200368e+00
-2.280325111339271515e+00,1.244186871676906669e+00,1.907541340520126028e+00
-2.220327605211843913e+00,1.182997785658708834e+00,2.144184842842274730e+00
-2.138097139594273166e+00,1.092826186731005844e+00,2.352039203674400003e+00
-2.035689484287937390e+00,9.792035612677647549e-01,2.535551279977866113e+00
-1.915933692598362104e+00,8.487969713446917863e-01,2.698944273785047532e+00
-1.782876734072574187e+00,7.091662439593734435e-01,2.845962742201044282e+00
-1.641216893010100986e+00,5.678292089409653354e-01,2.979818851247520328e+00
-1.495236848992897327e+00,4.311027993406059688e-01,3.103278565361746733e+00
-1.348207194231052508e+00,3.034127870149267991e-01,3.218790858094409568e+00
-1.202448519392704140e+00,1.872374309865034725e-01,3.328585764440409100e+00
-1.059602866054501824e+00,8.352323242851356078e-02,3.434632182849659099e+00
-9.208765906572178306e-01,-7.587056154414906217e-03,3.538417104279458769e+00
-7.872367462251450565e-01,-8.611745639871404290e-02,3.640787028093915190e+00
-6.593950204978558105e-01,-1.522950596105416832e-01,3.742172737815351091e+00
-5.375852521651336424e-01,-2.071761418846942426e-01,3.843057796244728319e+00
-4.216062487383012147e-01,-2.528419535624024661e-01,3.944086621693310146e+00
-3.114025677333225328e-01,-2.914282730265184140e-01,4.045536008215404600e+00
-2.076661271887112470e-01,-3.237294244768701978e-01,4.146700679395550537e+00
-1.118151249086780652e-01,-3.488676686696207119e-01,4.245932264327497485e+00
-2.547186097251130654e-02,-3.653936672968617905e-01,4.341333500517690958e+00
5.000144649197313385e-02,-3.725792825298776534e-01,4.431455476898167767e+00
1.137449908736429816e-01,-3.706614552032030940e-01,4.515550663679698040e+00
1.655702670614656036e-01,-3.602687171806029931e-01,4.593498363928942396e+00
2.059637771957900654e-01,-3.421222401276363123e-01,4.665644935112777780e+00
2.357674443360433525e-01,-3.173258443631719050e-01,4.732587248607147856e+00
2.557904014701046780e-01,-2.875317686495219571e-01,4.794916586611942755e+00
2.667313024024013934e-01,-2.545327747984256206e-01,4.853092387135873764e+00
2.693151840789145268e-01,-2.197837724398645221e-01,4.907514742284556419e+00
2.642638578562537255e-01,-1.844290405677476707e-01,4.958590489699645332e+00
2.520772325932121305e-01,-1.496132951314834147e-01,5.006612244486088770e+00
2.329790483013496338e-01,-1.165448646884485184e-01,5.051604214737440479e+00
2.072333676083570886e-01,-8.632711959167616023e-02,5.093413411853033423e+00
1.756548653717218134e-01,-5.992411069046402194e-02,5.132016634445209391e+00
1.399062275448754722e-01,-3.823576070508338809e-02,5.167695061820708702e+00
1.021937422170760001e-01,-2.194415101264945989e-02,5.200847098607232155e+00
6.440438614632082448e-02,-1.120001818071887645e-02,5.231641679188709482e+00
