# Pank,Pftd,Par,GRF
2.620848650363291621e-02,7.969824161402755461e-12,2.620848651160273893e-02,5.877622315959786908e-11
2.829184861414693608e-02,5.491536244856382642e-12,2.829184861963847039e-02,4.130122751619898477e-11
2.766649629860472651e-02,3.386880275981983709e-12,2.766649630199160756e-02,2.608933358682192749e-11
2.669371076407886512e-02,1.789030935295112351e-12,2.669371076586789585e-02,1.416677164372747525e-11
2.618192643611353537e-02,6.930705145241031711e-13,2.618192643680660597e-02,5.669931647990212026e-12
2.599894159540502847e-02,2.288287134318552129e-14,2.599894159542791294e-02,2.072931230510836208e-13
2.572824929636795266e-02,-3.245570686028904483e-13,2.572824929604339630e-02,-2.845055238442732729e-12
2.520991607759547753e-02,-4.522471884947809237e-13,2.520991607714323166e-02,-4.147199490193352628e-12
2.483290764150147129e-02,-4.498679979286988387e-13,2.483290764105160198e-02,-4.316835685727099457e-12
2.530323723879420589e-02,-3.802097245782956551e-13,2.530323723841399614e-02,-3.824956579871171644e-12
2.701347399789203602e-02,-2.867804384507860701e-13,2.701347399760525500e-02,-3.043041857148298342e-12
2.953237943564797699e-02,-1.941198024491359067e-13,2.953237943545385449e-02,-2.202080288952637812e-12
3.154944287607475834e-02,-1.155351879773761139e-13,3.154944287595922575e-02,-1.435458524449614883e-12
3.120418334466412008e-02,-5.866156851541111512e-14,3.120418334460545520e-02,-8.292367201096886663e-13
2.671630550796360790e-02,-2.162716313348499776e-14,2.671630550794197936e-02,-3.688286104472391896e-13
1.736745521306492721e-02,-3.413409995689005693e-15,1.736745521306151674e-02,-7.741369788713968823e-14
4.505631548391369166e-03,2.856729229969558960e-15,4.505631548394225389e-03,1.016089636056885005e-13
-8.322318564943559371e-03,1.990186521131813783e-15,-8.322318564941567909e-03,1.892736101230414037e-13
-1.670489278780049047e-02,-1.479894281919933311e-15,-1.670489278780196846e-02,1.982399625528561040e-13
-1.740353838737598510e-02,-4.987052541110877858e-15,-1.740353838738097070e-02,2.013740477240174364e-13
-9.884236684216292368e-03,-5.915144359846306343e-15,-9.884236684222207775e-03,1.457960919412179896e-13
2.976041312141380901e-03,-6.650406404726153821e-15,2.976041312134730405e-03,1.225380005148392100e-13
1.529324687436452342e-02,-5.201400475281430453e-15,1.529324687435932445e-02,7.959629357008513983e-14
2.056245906739648244e-02,-2.697683017606896111e-15,2.056245906739378321e-02,3.651197077505467734e-14
1.609143025394258603e-02,-3.351317151290028887e-15,1.609143025393923801e-02,4.256129703248868470e-14
6.150979994204281397e-03,1.357938635377700865e-15,6.150979994205639685e-03,-1.689383087689333566e-14
-1.354254959379912800e-03,-1.518496731355195509e-15,-1.354254959381431334e-03,1.918853118064804688e-14
-2.363848244805182627e-03,1.500116499927646710e-15,-2.363848244803682091e-03,-1.988317599212329221e-14
1.034096167545951479e-03,1.065407726243232269e-15,1.034096167547017033e-03,-1.510484525963718252e-14
4.855179380631833609e-03,-1.092536638013162907e-15,4.855179380630741601e-03,1.677577526976805348e-14
7.172112232258508885e-03,3.054235560772879882e-15,7.172112232261562866e-03,-5.235177447813237642e-14
8.460717367099454544e-03,-2.386776922586566702e-15,8.460717367097067565e-03,4.696695937718216595e-14
9.845303456526073582e-03,2.147413074992027534e-15,9.845303456528221170e-03,-5.043512609605548197e-14
1.153998590931211952e-02,-6.362750224101782916e-16,1.153998590931148288e-02,1.878630009380756336e-14
1.289288748497157376e-02,-4.713269833988213705e-16,1.289288748497110192e-02,1.690050604031617515e-14
1.325777392723241806e-02,1.318868526687566097e-15,1.325777392723373645e-02,-6.454971339721792862e-14
1.237155571592232599e-02,-1.491832571100284215e-15,1.237155571592083586e-02,1.018997382275704265e-13
1.032222688260437879e-02,1.169722925342454645e-15,1.032222688260554799e-02,-1.162152245930979758e-13
7.517706495170027245e-03,-6.396893055165729166e-16,7.517706495169387999e-03,9.625604243172939061e-14
4.543854991557904309e-03,1.547413889429812100e-16,4.543854991558058699e-03,-3.545396304925962030e-14
1.894888633645611629e-03,1.236698714628032356e-16,1.894888633645735228e-03,-5.433705192623733950e-14
-1.851248508457560722e-04,-2.066476775491453830e-16,-1.851248508459627212e-04,1.548678454956290671e-13
-1.664455774380502011e-03,1.706087792957559622e-16,-1.664455774380331357e-03,-2.319737552486803167e-13
-2.601263628350210331e-03,-1.083904148878715908e-16,-2.601263628350318751e-03,2.544394944577543768e-13
-3.061375747455598578e-03,6.437808745555569700e-17,-3.061375747455534393e-03,-1.960091771646611005e-13
-3.107688489126409458e-03,-3.159979393085100782e-17,-3.107688489126441116e-03,5.297715591108527808e-14
-2.815210147200027622e-03,-3.002441157541076230e-17,-2.815210147200057546e-03,1.525766590664829697e-13
-2.272942350076835594e-03,1.529502309025036486e-16,-2.272942350076682938e-03,-3.689259042871638018e-13
-1.573393116422341139e-03,-3.170816817244674519e-16,-1.573393116422658160e-03,5.258744789435765205e-13
-8.051040812440625385e-04,4.343284257428194692e-16,-8.051040812436282071e-04,-5.508617558289149259e-13
-5.270895276199574710e-05,-3.884788905040216782e-16,-5.270895276238423029e-05,3.952632930835938919e-13
6.027505847715296889e-04,1.001013823148948113e-16,6.027505847716297608e-04,-5.621804837506631280e-14
1.087657785351401870e-03,4.214666360335954733e-16,1.087657785351823191e-03,-4.064184158406643157e-13
1.345249911824607106e-03,-1.063482120341966361e-15,1.345249911823543504e-03,8.721066837123118165e-13
1.350590954439985199e-03,1.629447739139165885e-15,1.350590954441614755e-03,-1.183548223700817453e-12
1.121342109059640223e-03,-1.860469157293384895e-15,1.121342109057779516e-03,1.184000641552047394e-12
7.139813845663491769e-04,1.462703296255222143e-15,7.139813845678118741e-04,-7.822278840321129168e-13
2.063141386375243159e-04,-1.404219442234363682e-16,2.063141386373839117e-04,-1.538843158192126716e-14
-3.244440120708925838e-04,-2.164657705858745673e-15,-3.244440120730572477e-04,1.047463621446184231e-12
-8.125510455768692169e-04,5.049045580186008944e-15,-8.125510455718201958e-04,-2.046036566230728015e-12
-1.202728369775381235e-03,-7.383455901909280269e-15,-1.202728369782764652e-03,2.643814093880855248e-12
-1.458779405522477035e-03,7.745646277762735083e-15,-1.458779405514731495e-03,-2.527894758177797898e-12
-1.580144655106754340e-03,-5.050028215201287392e-15,-1.580144655111804337e-03,1.506735794485680921e-12
-1.601722766302246786e-03,-5.967357353135853131e-16,-1.601722766302843531e-03,3.468830267489445234e-13
-1.578795345940586965e-03,7.722658346346575553e-15,-1.578795345932864410e-03,-2.639199172631294636e-12
-1.568107344371839863e-03,-1.413104508233739489e-14,-1.568107344385971137e-03,4.764222687425713694e-12
-1.605268647536699797e-03,1.724161271544668937e-14,-1.605268647519458164e-03,-5.859393953758825425e-12
-1.693814710038396435e-03,-1.577966816813138240e-14,-1.693814710054176130e-03,5.368375708442660254e-12
-1.819990520630992157e-03,8.685380433815979594e-15,-1.819990520622307047e-03,-2.773962341153810814e-12
-1.975029675050678224e-03,2.859210266084928412e-15,-1.975029675047818966e-03,-1.423880317629487904e-12
-2.156279089140604281e-03,-1.835881653157675016e-14,-2.156279089158962860e-03,6.591964525745356679e-12
-2.345104179016245169e-03,3.446291097593588521e-14,-2.345104178981782285e-03,-1.093407890377469046e-11
-2.489105327941209915e-03,-4.725309562163269143e-14,-2.489105327988462915e-03,1.298504916132423688e-11
-2.517559622744909402e-03,4.821167308762278084e-14,-2.517559622696697533e-03,-1.121969154485816041e-11
-2.381799753646224403e-03,-2.608093366652645778e-14,-2.381799753672305103e-03,4.870690539767373171e-12
-2.077567496414915900e-03,-2.379963858518909132e-14,-2.077567496438715439e-03,4.583837396170151036e-12
-1.632726713267052552e-03,1.057890588981113395e-13,-1.632726713161263476e-03,-1.634587718522840109e-11
-1.085204178234813180e-03,-1.825999756883378723e-13,-1.085204178417412992e-03,2.459334464828321830e-11
-4.768215930435096934e-04,2.398777641291725097e-13,-4.768215928036319143e-04,-2.917029925833094730e-11
1.276295343998744031e-04,-1.982727130731016144e-13,1.276295342016017169e-04,2.229340142213287196e-11
6.289220218408324943e-04,8.666938519026482068e-14,6.289220219275018812e-04,-9.057530447443204049e-12
9.394130262262446454e-04,1.413550426877587872e-13,9.394130263675997804e-04,-1.484707729507909793e-11
1.050070980632937870e-03,-3.821471031484627541e-13,1.050070980250790865e-03,3.820058750162175330e-11
1.027418348535903041e-03,5.874811329418050657e-13,1.027418349123384277e-03,-5.661492450632981367e-11
9.395983721236116949e-04,-6.845884894402181128e-13,9.395983714390232413e-04,6.400928138227563838e-11
7.976359869170571810e-04,4.779835949618055655e-13,7.976359873950408276e-04,-4.316283955343441718e-11
5.573342691928052407e-04,-2.116576957745579064e-13,5.573342689811476179e-04,1.833523789814639703e-11
1.539094411715955998e-04,-5.680358337363469852e-13,1.539094406035597742e-04,4.900514193257792442e-11
-4.619454954072143931e-04,9.555354538395142978e-13,-4.619454944516789376e-04,-7.809126892435765559e-11
-1.276872379009022810e-03,-1.894525912553674318e-12,-1.276872380903548796e-03,1.459987493620021355e-10
