# InvDyn,Takahashi,Zelik,Frigo,GRF
2.548002988207199657e-02,2.525080037940026241e-11,2.525080037940026241e-11,2.525080037940026887e-11,1.671853188338588213e-10
2.555016342391186468e-02,1.779508326057602718e-11,1.779508326057602718e-11,1.779508326057602718e-11,1.203058912251710050e-10
2.096921918714808944e-02,1.124169148888740240e-11,1.124169148888740240e-11,1.124169148888740078e-11,7.821596729999487944e-11
1.495297799912283405e-02,6.170428943725474972e-12,6.170428943725474972e-12,6.170428943725474972e-12,4.441677780833327077e-11
9.420970663848922746e-03,2.645668003140537034e-12,2.645668003140537034e-12,2.645668003140536630e-12,1.976579270026675068e-11
5.177267664416224449e-03,4.492894266968253863e-13,4.492894266968253863e-13,4.492894266968255378e-13,3.457305159215764976e-12
2.326277232905969543e-03,-7.287873266517385600e-13,-7.287873266517385600e-13,-7.287873266517383580e-13,-6.017316547595520941e-12
5.834070205254425446e-04,-1.209479393945261745e-12,-1.209479393945261745e-12,-1.209479393945261745e-12,-1.045581346238772481e-11
-4.682417060472514716e-04,-1.261478591598592678e-12,-1.261478591598592678e-12,-1.261478591598592477e-12,-1.151506701656658268e-11
-1.130248166096018379e-03,-1.084415256863925156e-12,-1.084415256863925156e-12,-1.084415256863925156e-12,-1.053384257760627380e-11
-1.438645084195875430e-03,-8.242568238222845873e-13,-8.242568238222845873e-13,-8.242568238222847892e-13,-8.607577295995819411e-12
-1.191764595735389292e-03,-5.578242406272162467e-13,-5.578242406272162467e-13,-5.578242406272162467e-13,-6.352064591370117289e-12
-1.861190810499225765e-04,-3.376371313459947777e-13,-3.376371313459947777e-13,-3.376371313459947777e-13,-4.276974370097055952e-12
1.510593917513462087e-03,-1.757202808840547399e-13,-1.757202808840547399e-13,-1.757202808840547399e-13,-2.548110678069423421e-12
3.469109138628265719e-03,-7.097797631040535850e-14,-7.097797631040535850e-14,-7.097797631040535850e-14,-1.228285173462896323e-12
5.014572990489524727e-03,-1.734892083385200794e-14,-1.734892083385200794e-14,-1.734892083385200163e-14,-3.830511451203854583e-13
5.511073638103949034e-03,6.882569824511859347e-15,6.882569824511859347e-15,6.882569824511857769e-15,2.065498865631637827e-13
4.656672561369402941e-03,8.494205559609107233e-15,8.494205559609107233e-15,8.494205559609107233e-15,4.317096515473582489e-13
2.548192840786861479e-03,3.176697851877033901e-15,3.176697851877033901e-15,3.176697851877034690e-15,5.501790614965774592e-13
-4.093155528774479728e-04,-3.992195710606372578e-15,-3.992195710606372578e-15,-3.992195710606372578e-15,5.357758915470076162e-13
-3.547498636562947810e-03,-8.002152381147740199e-15,-8.002152381147740199e-15,-8.002152381147741776e-15,3.999434692928740754e-13
-6.019433349971125245e-03,-1.221313549272182208e-14,-1.221313549272182208e-14,-1.221313549272182208e-14,3.889287888298490888e-13
-7.019555121905838961e-03,-7.032337985352099948e-15,-7.032337985352099948e-15,-7.032337985352100737e-15,1.721021133812761258e-13
-6.061279324898762554e-03,-9.054464856659263132e-15,-9.054464856659263132e-15,-9.054464856659259977e-15,1.864548594520147926e-13
-3.210044755258426117e-03,-3.638372952826349247e-15,-3.638372952826349247e-15,-3.638372952826350036e-15,6.722722048684448830e-14
8.527383661157481986e-04,7.532498259013835264e-16,7.532498259013835264e-16,7.532498259013837236e-16,-1.292139767419956031e-14
4.962674138219568855e-03,-4.971085255117108916e-15,-4.971085255117108916e-15,-4.971085255117109705e-15,8.818403832315743921e-14
7.651107755486387732e-03,7.711502149525644117e-15,7.711502149525644117e-15,7.711502149525644117e-15,-1.434651455238775319e-13
7.442588015815852949e-03,-4.917357106273372592e-15,-4.917357106273372592e-15,-4.917357106273372592e-15,1.016798245565369089e-13
3.969891264768579155e-03,4.768831435951092876e-15,4.768831435951092876e-15,4.768831435951092876e-15,-1.116052323453493610e-13
-4.877933624202078142e-04,9.380791156835882181e-16,9.380791156835882181e-16,9.380791156835884153e-16,-1.869104082760148178e-14
